,Property Name,Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Floor Num,Total Floor,Property Age,URL,Furnishing,Covered_Parking,Open_Parking,Total Parking,Rating,Power Backup,Facing,Overlooking,Extra_Rooms,NearbyPlaces
68,Central Park Flower Valley Aqua Front Towers,Sector 33,3.05,1769,3,3,3,4,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-spid-U83625076,1,2,1,3,3.9,1,North,Club,2,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
69,"Block B Sushant Lok 3, Gurgaon",Sector 57,2.0,2227,3,3,2,0,3,4,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-b-sushant-lok-3-gurgaon-2160-sq-ft-spid-P83611694,1,0,1,1,3.66,0,North-East,Main Road,0,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM']"
70,Central Park Flower Valley Aqua Front Towers,Sector 33,2.38,1389,3,3,3,1,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-X83599770,1,2,1,3,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
71,Central Park Flower Valley Aqua Front Towers,Sector 33,2.23,1500,3,3,4,7,12,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-A83599070,1,1,0,1,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
72,Central Park Flower Valley Cerise Floors,Sector 33,1.75,889,2,2,3,4,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-W83575826,1,2,1,3,3.7,1,North,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
73,Central Park Flower Valley Aqua Front Towers,Sector 33,3.65,2187,4,4,3,4,11,1,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2600-sq-ft-spid-Q83549022,1,2,0,2,3.9,1,North,Club,1,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
74,Central Park Flower Valley Flamingo Floors,Sector 33,1.45,789,2,2,3,1,2,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-U83530422,1,0,1,1,3.7,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
75,Shapoorji Pallonji Joyville Gurugram,Sector 102,2.55,1700,3,3,4,22,26,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1827-sq-ft-spid-W83497264,1,1,0,1,3.9,1,North-East,Main Road,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
76,"Rosewood City, Gurgaon",Sector 49,2.6,2062,4,4,4,4,4,3,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-rosewood-city-gurgaon-2000-sq-ft-spid-V83483644,1,1,0,1,4.0,1,North,Park,0,"['Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Naresh Pandita']"
77,Central Park Flower Valley Aqua Front Towers,Sector 33,2.65,1489,3,3,3,6,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-F83457886,1,1,1,2,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
78,Shree Vardhman Victoria,Sector 70,1.85,1204,2,2,3,11,18,3,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1300-sq-ft-spid-H83453510,1,2,0,2,3.5,1,North,Main Road,1,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International']"
79,Central Park Flower Valley Flamingo Floors,Sector 33,1.4,858,2,2,3,1,2,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-Q83422492,1,1,0,1,3.7,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
80,Emaar Emerald Hills,Sector 65,2.85,1620,4,4,3,2,3,3,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1750-sq-ft-spid-Z83409680,1,2,0,2,4.1,1,North,Main Road,1,"['Iffco Chowk', 'M3M Cosmopolitan', 'Sohna Gurgaon Road', 'Pragyanam School', 'Gurugram University', 'CK Birla Hospital, Gurgaon']"
81,Central Park Flower Valley Aqua Front Towers,Sector 33,2.95,1789,3,3,3,8,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-spid-Y83373942,1,2,0,2,3.9,1,North,Club,2,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
82,Central Park Flower Valley Aqua Front Towers,Sector 33,2.65,1439,3,3,3,8,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-V83355800,1,2,0,2,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
83,Central Park Flower Valley Cerise Floors,Sector 33,1.8,908,2,2,3,4,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1098-sq-ft-spid-X83355578,1,2,0,2,3.7,1,North,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
84,Central Park Flower Valley Flamingo Floors,Sector 33,1.6,840,2,2,3,1,2,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1089-sq-ft-spid-I83333484,1,0,1,1,3.7,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
85,M3M Heights,Sector 65,3.77,1889,3,4,3,24,34,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-2040-sq-ft-spid-C83286432,1,2,0,2,3.8,1,West,Club,1,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
86,M3M Heights,Sector 65,2.4,1168,2,2,3,13,34,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1261-sq-ft-spid-M83284128,1,2,0,2,3.8,1,West,Club,0,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
87,M3M Heights,Sector 65,3.56,1755,3,3,3,12,34,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-A83260378,1,2,1,3,3.8,1,North,Pool,0,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
88,Emaar Emerald Hills,Sector 65,3.2,1292,3,3,2,0,3,2,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1395-sq-ft-spid-X83218842,1,2,0,2,4.1,1,West,Club,0,"['Iffco Chowk', 'M3M Cosmopolitan', 'Sohna Gurgaon Road', 'Pragyanam School', 'Gurugram University', 'CK Birla Hospital, Gurgaon']"
89,Central Park Flower Valley Flamingo Floors,Sector 33,2.15,930,3,2,3,0,2,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1230-sq-ft-spid-X83213630,1,0,1,1,3.82,1,North,Club,0,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
90,DLF Belvedere Park,Sector 24,3.4,1600,4,4,2,9,20,4,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-belvedere-park-dlf-phase-2-gurgaon-1750-sq-ft-r7-spid-L66262014,0,1,0,1,3.72,1,North,Club,0,"['Dlf phase 2 metro station', 'Vodafone belvedere towers metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station']"
91,DLF Belvedere Towers,Sector 24,4.75,2100,4,4,3,16,19,4,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-belvedere-towers-dlf-phase-2-gurgaon-2250-sq-ft-r1-spid-D81764318,0,2,0,2,3.8,1,North,Club,1,"['Vodafone belvedere towers metro station', 'Dlf phase 3 metro station', 'Dlf phase 2 metro station', 'Indusind bank cyber city metro station']"
92,Pioneer Park,Sector 61,2.3,1278,2,2,1,12,32,3,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-1380-sq-ft-spid-F83199346,1,2,0,2,3.6000000000000005,1,West,Main Road,1,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon']"
93,Pioneer Park,Sector 61,3.0,1662,3,3,3,22,32,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-1795-sq-ft-spid-E83198940,1,2,0,2,3.6000000000000005,1,West,Main Road,0,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon']"
94,Pioneer Park,Sector 61,4.5,2700,4,4,3,21,32,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-2700-sq-ft-spid-G83198800,1,2,0,2,3.6000000000000005,1,West,Club,1,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon']"
95,Pioneer Park,Sector 61,3.5,2124,3,3,3,21,32,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-2060-sq-ft-spid-F83197830,1,2,1,3,3.6000000000000005,1,West,Main Road,1,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon']"
96,"Sector 45, Gurgaon",Sector 45,2.75,1675,3,3,2,1,4,2,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-1809-sq-ft-spid-C83187374,1,1,0,1,3.8,0,North,Main Road,2,
97,Vipul World,Sector 48,2.7,1727,4,4,2,1,4,2,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-vipul-world-sector-48-gurgaon-1865-sq-ft-spid-X83187274,1,1,0,1,4.0,0,North,Main Road,1,"['Airia Mall', 'GD Goenka School', 'The Millennium School', 'Polaris Hospital', 'Park Hospital', 'Medanta The Medicity']"
98,Central Park Flower Valley Flamingo Floors,Sector 33,1.8,930,3,2,3,2,2,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1230-sq-ft-spid-J83170942,1,0,1,1,3.82,1,North,Club,0,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
99,"Sector 57, Gurgaon",Sector 57,2.5,2441,3,3,2,1,4,2,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2367-sq-ft-spid-R83130630,1,2,1,3,3.4799999999999995,1,North-East,Club,3,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM']"
100,Unitech Fresco,Sector 50,2.95,1738,3,4,4,8,19,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1877-sq-ft-spid-O83037212,1,2,0,2,3.8,1,North,Club,1,"['Rapid Metro Station Sector 55 56', 'M3M Cosmopolitan', 'Golf Course Ext Rd', 'The Paras World School', 'Park Hospital']"
101,Central Park Flower Valley Aqua Front Towers,Sector 33,2.7,1459,3,3,3,6,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-G83029064,1,2,0,2,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
102,Central Park Flower Valley Flamingo Floors,Sector 33,2.25,930,3,2,3,0,2,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1230-sq-ft-spid-C83028690,1,0,1,1,3.86,1,North,Club,0,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
103,"Block C, Sushant Lok Phase 1, Gurgaon",Sector 43,2.85,2784,3,3,2,0,4,2,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-L83020906,1,2,1,3,3.88,1,South-West,Main Road,3,"['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Hdfc bank ATM']"
104,Central Park Flower Valley Cerise Floors,Sector 33,1.8,910,2,2,3,4,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-E82961724,1,2,1,3,3.7,1,North,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
105,Central Park Flower Valley Cerise Floors,Sector 33,1.8,930,2,2,3,4,4,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1264-sq-ft-spid-P82958558,1,2,0,2,3.7,1,North,Club,1,"['Sector 55-56, Sector 56', 'M3m 65th Avenue Mall', 'Emerald Plaza Mall', 'Omaxe City Centre', 'Airia Mall', 'Basant Valley Global School']"
106,Central Park Flower Valley Aqua Front Towers,Sector 33,2.9,1750,3,3,4,8,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-spid-L82933448,1,2,0,2,3.9,1,North,Club,2,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
107,Central Park Flower Valley Aqua Front Towers,Sector 33,2.25,1438,3,3,3,8,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-W82918360,0,1,1,2,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
108,Central Park Flower Valley Flamingo Floors,Sector 33,2.2,980,3,3,3,0,2,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1275-sq-ft-spid-V82917746,1,1,1,2,3.9,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
109,Orchid Petals,Sector 49,2.9,1671,3,3,4,10,14,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-1805-sq-ft-spid-S82914210,1,1,0,1,4.1,1,North,Club,1,"['Sapphire Mall', 'Omaxe City Centre', 'BigBazaar', 'Sohna Rd', 'Kinder Care Playschool', 'Kangaroo Kids Preschool']"
110,"Block B Sushant Lok 3, Gurgaon",Sector 57,2.55,2784,4,3,2,0,3,3,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-b-sushant-lok-3-gurgaon-2700-sq-ft-spid-F82890170,1,2,1,3,3.72,1,North-East,Club,3,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM']"
111,Central Park Flower Valley Aqua Front Towers,Sector 33,2.5,1500,3,3,3,8,12,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-Q82827340,1,1,0,1,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
112,Vatika Independent Floors,Sector 82,1.25,1201,2,2,3,2,2,2,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1165-sq-ft-spid-B82812660,1,0,2,2,3.8,1,North,Main Road,0,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Vivek Model School', 'Hyatt Regency Gurgaon', 'Singhania University, Manesar']"
113,DLF Belvedere Towers,Sector 24,4.83,2250,4,4,3,11,19,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-belvedere-towers-dlf-phase-2-gurgaon-2250-sq-ft-r10-spid-S63736244,0,1,1,2,3.8,1,North-East,Park,1,"['Vodafone belvedere towers metro station', 'Dlf phase 3 metro station', 'Dlf phase 2 metro station', 'Indusind bank cyber city metro station']"
114,Central Park Flower Valley Aqua Front Towers,Sector 33,3.7,1989,4,4,4,8,11,1,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2600-sq-ft-spid-K82778964,1,2,1,3,3.9,1,North,Club,2,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
115,Central Park Flower Valley Flamingo Floors,Sector 33,2.15,830,2,2,3,0,3,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1089-sq-ft-spid-E82777676,1,1,1,2,3.78,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
116,"Block F Sector 57, Gurgaon",Sector 57,2.95,2951,5,5,2,-1,3,2,https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-block-f-sector-57-gurgaon-2862-sq-ft-spid-S82771894,1,3,0,3,3.92,0,North,Others,0,"['Sector metro station', 'Sector metro station', 'Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir']"
117,Central Park Flower Valley Aqua Front Towers,Sector 33,2.65,1475,3,3,3,6,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-E82756556,1,1,0,1,3.9,1,North,Club,1,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
118,Central Park Flower Valley Flamingo Floors,Sector 33,1.55,850,2,2,3,1,2,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-I82731754,1,0,1,1,3.7,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
119,Central Park Flower Valley Flamingo Floors,Sector 33,2.1,890,2,2,3,0,2,1,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-Z82731752,1,1,1,2,3.7,1,North,Club,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
120,Central Park Flower Valley Aqua Front Towers,Sector 33,2.75,1470,3,3,4,6,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-J82694648,1,2,0,2,3.9,1,North,Club,1,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
121,Central Park The Orchard,Sector 32,3.7,1990,3,3,3,2,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2450-sq-ft-spid-Y82694326,1,1,1,2,3.72,1,North,Club,0,"['Sohna Gurgaon Highway', 'K. R. Mangalam University', 'GD Goenka World School', 'Civil Hospital', 'Indira Gandhi International Airport']"
122,Central Park Flower Valley Aqua Front Towers,Sector 33,3.7,1320,3,3,3,6,12,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-spid-E82674230,1,1,0,1,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
123,Central Park The Orchard,Sector 32,3.95,1990,3,3,3,4,4,1,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2450-sq-ft-spid-N82673092,1,2,1,3,3.72,1,North,Club,0,"['Sohna Gurgaon Highway', 'K. R. Mangalam University', 'GD Goenka World School', 'Civil Hospital', 'Indira Gandhi International Airport']"
